product_name,2026-03-26;start,2026-03-26;end,2026-03-27;start,2026-03-27;end,2026-03-28;start,2026-03-28;end,2026-03-29;start,2026-03-29;end,2026-03-30;start,2026-03-30;end,2026-03-31;start,2026-03-31;end,2026-04-01;start,2026-04-01;end,2026-04-02;start,2026-04-02;end,2026-04-03;start,2026-04-03;end,2026-04-04;start,2026-04-04;end,2026-04-05;start,2026-04-05;end,2026-04-06;start,2026-04-06;end,2026-04-07;start,2026-04-07;end,2026-04-08;start,2026-04-08;end,2026-04-09;start,2026-04-09;end,2026-04-10;start,2026-04-10;end,2026-04-11;start,2026-04-11;end,2026-04-12;start,2026-04-12;end,2026-04-13;start,2026-04-13;end,2026-04-14;start,2026-04-14;end,2026-04-15;start,2026-04-15;end,2026-04-16;start,2026-04-16;end,2026-04-17;start,2026-04-17;end,2026-04-18;start,2026-04-18;end,2026-04-19;start,2026-04-19;end,2026-04-20;start,2026-04-20;end,2026-04-21;start,2026-04-21;end,2026-04-22;start,2026-04-22;end,2026-04-23;start,2026-04-23;end,2026-04-24;start,2026-04-24;end
Aboriginal Dot Painting Canvas,14845.72,8814.28,15584.04,8205.35,17153.48,6730.18,17497.54,6385.61,15991.9,7858.99,15824.84,8074.66,15467.92,8507.47,16789.74,7145.15,15642.29,8464.9,16844.94,7220.18,15043.21,9063.85,17929.09,6333.04,17819.34,6365.87,14724.98,9534.68,15240.44,9017.29,15004.63,9322.82,16406.3,8036.18,16045.33,8469.08,16633.45,7886.87,15533.45,8930.15,17557.84,6948.15,17957.53,6561.84,16951.0,7469.02,17226.94,7034.26,16553.26,7653.02,15155.47,8885.55,14985.87,9042.86,17441.98,6612.12,14154.87,9905.05,17673.81,6418.47
Aboriginal Dot Painting Canvas 18th Century,23020.14,14309.86,22516.59,14905.42,21733.84,15545.22,23510.85,13766.33,22810.52,15062.73,22686.59,14912.43,22375.39,15548.03,21976.84,15478.23,21340.31,15700.94,21825.4,14902.79,21934.94,14650.45,22682.62,14059.9,23053.48,13055.21,22071.0,13915.14,22806.78,13074.74,19662.18,16271.32,21062.98,14777.19,22282.5,13621.84,20752.02,14823.17,22470.05,13422.3,22180.24,13432.97,22254.22,13254.63,20719.22,14467.86,19877.19,15173.38,19379.02,15646.07,21566.8,13627.38,19465.64,15901.5,19493.31,15795.7,20621.85,14856.62,19859.15,15599.9
Aboriginal Dot Painting Canvas 19th Century,25362.04,13397.96,21979.81,16314.24,24665.17,14382.44,26980.29,11666.91,22990.59,15509.44,23406.05,15311.46,22410.27,16792.01,26282.78,12244.49,23512.73,16046.42,23360.38,16888.99,28263.76,12185.98,25042.33,15924.16,24735.64,15722.5,24359.24,17029.79,24704.13,17591.44,28677.87,13199.46,29498.43,12531.34,28693.23,12489.35,24137.67,18211.57,25891.91,16290.16,27211.28,14976.74,28840.8,13890.11,28316.65,16112.95,31401.59,13341.49,29449.15,15028.45,29948.08,14118.61,30915.72,13354.87,30628.0,14435.65,30647.51,14899.67,27221.58,18695.54
Aboriginal Dot Painting Canvas Art Nouveau Period,40446.5,17743.5,38377.08,20033.65,42541.63,16219.08,41205.65,18365.91,41147.25,18141.55,41365.18,17964.29,46029.31,13242.05,44155.48,15059.81,42367.89,17675.66,44706.03,14966.76,35258.42,19517.35,38135.54,21519.81,42332.88,16187.87,44311.67,13847.95,37078.13,21465.66,40285.83,17824.52,43323.2,14950.46,36831.89,21176.22,34865.71,23504.57,42166.03,16160.05,45132.11,13216.3,40248.29,18594.51,36791.37,21673.51,45064.86,13363.22,43904.49,15907.7,41931.93,17438.06,45948.9,12906.46,37654.41,21322.23,35550.19,23318.64,41727.74,17280.18
Aboriginal Dot Painting Canvas Mid-Century Good Condition,14040.98,9929.02,15539.49,8510.53,14103.52,10002.03,15664.99,8542.26,15578.34,8648.02,15598.24,8530.85,14257.46,9898.0,13659.3,10509.22,14176.57,10024.87,14960.3,9153.8,13367.75,10736.66,14716.53,9527.89,14108.38,10040.37,14555.98,9531.68,13574.31,10618.55,12433.61,9897.2,12519.49,9816.16,15138.8,9185.65,15402.56,8863.79,15350.8,8945.04,13995.75,10465.63,14079.19,10365.16,14925.13,9633.66,14023.14,10431.97,14333.32,10094.4,13916.96,10503.91,15570.93,8835.51,14432.01,9837.59,14593.69,9706.35,14589.76,9661.71
Aboriginal Dot Painting Canvas c.1920,39618.37,20051.63,42758.02,17098.17,36288.4,23721.64,36121.46,23716.31,41879.66,17788.81,44312.55,15084.44,37447.13,21730.87,36458.95,22722.36,37481.62,21754.68,39825.78,19777.64,43511.7,15796.9,45038.52,14641.65,42081.87,17651.61,41344.38,18570.51,42021.04,17755.95,44705.77,15134.02,44626.28,14769.05,43618.65,15431.59,39097.39,19908.29,43115.79,15993.4,39750.71,19166.41,41854.11,16884.76,38031.98,21118.51,38192.74,21212.14,37265.43,22196.85,39742.7,19762.17,37239.8,22385.57,35518.68,24215.72,34954.98,24776.63,41783.74,18178.79
Abstract Expressionist Work,45883.82,26596.18,58207.17,14584.66,56346.07,16486.37,61768.54,12943.0,55874.76,12943.0,57912.35,15084.72,50479.92,22340.09,60639.34,12943.0,58813.2,14288.71,60108.91,12943.0,62354.75,12943.0,55761.29,17741.14,53670.82,19563.43,48474.38,24610.16,49153.99,24141.39,57203.3,16707.46,58115.41,15822.13,64188.62,12943.0,47665.18,26442.82,60790.9,13492.82,63051.39,12943.0,62273.73,16085.35,60678.18,13617.46,57580.06,16918.72,51004.05,23806.76,60111.9,14687.52,47866.67,27188.31,47485.71,27426.11,62608.88,12943.0,51199.66,23281.71
Abstract Expressionist Work c.1860,90870.73,42159.27,79892.66,53218.71,90966.97,42477.03,97092.2,36179.44,93275.89,40798.34,98438.63,35366.92,79604.04,54153.58,84547.47,48186.16,78175.02,54631.31,81617.07,50605.33,80007.91,51720.63,96989.9,35033.42,83183.38,49587.94,92496.73,39885.34,95616.76,35091.57,93996.96,37581.52,80864.73,53115.16,79204.79,42441.14,80174.54,42008.92,97641.86,37179.47,86356.19,48550.63,79432.78,53870.16,89225.48,45026.65,88880.1,43639.49,86665.92,45105.67,93633.22,37770.24,85690.65,44207.93,92385.7,35044.79,80385.79,46687.06,83334.23,42387.74
Accordion Hohner Gola,28314.38,16415.62,29831.74,15148.68,30569.8,14638.18,29021.54,16102.23,29530.72,15400.49,31113.4,13744.7,35218.22,9707.96,28352.52,16724.12,31041.73,13901.43,37932.62,8140.999999999999,37472.94,8140.999999999999,30487.56,14632.05,34200.3,11272.53,34399.0,10973.79,30906.29,14285.28,32822.89,12274.72,38496.75,8140.999999999999,33617.76,11470.3,35443.45,9798.13,29963.26,15262.62,32574.81,12652.64,37070.81,8276.27,36162.77,9110.19,28727.68,16738.4,36367.16,8872.45,35753.97,9427.96,33985.92,11119.82,28260.43,16689.07,37807.86,8140.999999999999,30308.41,14632.7
Accordion Hohner Gola Regency Period Estate Fresh,30299.08,8630.92,25687.3,13241.13,30114.42,8237.54,25139.4,13316.63,32963.06,6454.0,33067.26,6454.0,24574.95,13587.54,26554.42,11282.19,33319.51,6454.0,30184.17,7915.49,27679.39,10825.34,32599.15,6454.0,32951.67,6454.0,31780.52,7088.84,32256.61,6755.0,35097.97,6454.0,33103.21,6824.01,28197.98,11510.05,25121.52,14314.85,29879.58,9316.77,30492.28,8611.85,33059.21,6454.0,26122.93,12559.76,29888.44,8574.8,32156.56,6454.0,33786.81,6454.0,31569.41,7195.04,29699.96,9415.75,34399.96,6454.0,27166.12,11341.85
Acrylic Abstract,119007.85,62452.15,119123.31,63560.37,102364.45,77504.25,110930.81,66426.59,117843.34,63223.39,104424.4,76060.85,116784.23,64438.61,116071.26,65275.34,115853.86,63949.02,112681.46,68909.47,116798.27,63496.5,99495.97,77964.67,116112.82,68316.99,107179.87,77154.0,106000.97,79738.58,101733.77,80799.85,103289.13,74942.73,105342.64,63177.45,102835.39,68596.86,104351.74,78999.61,118965.46,63886.52,120143.73,61869.35,118550.85,63221.16,124605.07,62712.11,103170.8,82094.32,113107.94,67477.43,102897.63,81311.98,119570.67,63154.89,107754.15,72047.75,113690.84,63929.78
Acrylic Abstract c.1800,121995.35,41594.65,127655.05,36975.47,118666.98,48169.62,129775.8,35932.89,143436.59,29028.999999999996,135276.35,32609.51,125369.69,40571.2,130897.96,34875.81,120521.97,43750.72,130908.46,35197.61,134459.62,29412.04,132450.12,29028.999999999996,134996.14,29028.999999999996,132011.84,29576.19,120036.34,43100.14,120112.44,44573.36,104680.48,61565.54,138793.27,29028.999999999996,131587.85,32268.45,115035.46,49996.88,120303.24,45643.1,134400.63,30441.92,125732.68,39403.37,114958.3,50938.2,130660.97,35390.54,119559.04,44251.39,104833.11,58069.94,126164.1,36838.46,137880.3,29028.999999999996,131962.88,30932.54
Admiralty Chart British Navy,6229.02,3590.98,5533.15,4135.58,6251.3,3326.14,6410.06,3235.49,5717.38,3908.37,5412.83,4188.2,5656.18,4028.92,6100.0,3438.33,5452.04,4085.06,6036.74,3526.73,6240.46,3300.85,5884.43,3585.2,5355.38,4072.37,5368.2,4019.05,5283.72,4068.94,6430.29,2920.8,5726.82,3662.57,5666.35,3711.24,5795.27,2909.87,5921.95,2735.32,5835.81,3502.99,5692.94,3585.52,5411.08,3863.48,5240.96,4066.02,5434.72,3893.5,5309.33,4043.32,5868.11,3567.81,5645.0,3752.13,5921.72,3391.32,6109.39,3225.92
Admiralty Chart British Navy Art Deco Period,6149.18,2840.82,6256.61,2650.04,5275.58,3569.27,5240.61,3583.09,6172.38,2675.94,5551.91,3168.85,5130.6,3572.57,5773.06,2850.22,5586.91,2998.01,5264.33,3304.84,5388.06,3204.0,5412.77,3170.09,5905.39,2612.78,5905.04,2524.35,4908.78,3608.84,5344.42,3216.22,5059.17,3473.47,5275.59,3213.16,5288.88,3206.92,5898.02,2524.12,5692.84,2766.62,5872.03,2511.49,5934.66,2399.63,5600.67,2699.72,5581.94,2685.74,5260.53,3019.54,5030.27,3265.4,5732.17,2539.04,4793.11,3548.71,5801.02,2475.25
Admiralty Chart British Navy Empire Period,11726.55,5913.45,13465.24,4017.71,11632.35,5816.57,11429.23,5927.01,10598.17,6649.43,13285.05,4026.44,10695.7,6395.58,10510.55,6481.37,12373.05,4743.62,11823.32,5135.76,11473.92,5562.5,10707.33,6337.71,13162.81,3947.999999999999,11244.29,5785.48,11847.46,5210.68,11856.41,5065.45,13099.36,3969.47,11155.75,5874.12,12539.51,4322.54,10982.82,5886.06,11985.0,4976.14,10755.39,6160.43,10098.78,6841.35,12768.84,4183.64,11669.38,5467.11,12077.59,5155.85,10669.46,7402.89,13160.72,4148.15,11850.46,5358.17,11111.89,6019.69
Admiralty Chart British Navy From Private Collection,8150.1,2089.9,8500.22,1932.0,6957.72,3058.04,6948.51,3032.17,6643.63,3380.24,8271.24,1932.0,7035.35,2959.7,5960.08,3325.69,7733.19,2158.72,7987.22,1932.0,7882.72,1969.8,7586.74,2299.19,6241.04,3740.67,7144.09,2831.65,6741.24,3272.23,8151.02,1932.0,7855.84,2085.39,6854.3,3001.85,7981.46,1932.0,6444.16,3436.97,6900.16,2924.89,7440.66,2390.47,8034.41,1932.0,7951.84,1932.0,8086.88,1932.0,7340.06,2359.16,6752.7,2890.9,7040.58,2584.76,7217.75,2453.91,7325.62,2302.26
Admiralty Chart British Navy Late Victorian,2937.76,2242.24,2901.75,2281.97,2917.73,2272.26,2885.52,2324.98,2899.01,2340.82,3287.92,1977.25,3210.36,2072.41,2937.08,2355.66,3045.85,2271.05,3381.25,1988.16,2965.44,2409.06,3352.11,2039.5,3024.66,2350.83,3223.7,2169.43,3230.71,2129.8,3046.73,2344.7,3231.66,2132.58,3198.12,2167.54,3339.36,2017.73,2975.48,2377.25,3354.91,1988.24,3324.72,2050.01,3320.97,2069.9,3023.74,2413.56,3170.32,2286.04,3067.07,2419.19,3016.69,2462.32,3232.02,2227.71,3415.36,2058.73,3097.6,2389.44
Admiralty Chart British Navy c.1970 Good Condition,5601.02,1358.98,5361.16,1698.82,5729.21,1281.0,4786.68,2005.93,4426.07,2439.14,4892.02,1802.17,5062.33,1547.28,5153.29,1650.69,4539.04,2065.39,5519.4,1281.0,4413.55,2267.66,4866.08,1281.0,5017.08,1531.62,4930.07,1648.53,5252.9,1368.56,4971.07,1560.26,5161.69,1569.36,5086.36,1756.93,4870.37,1887.08,5460.54,1351.46,5192.91,1673.3,4932.54,1919.31,4531.01,2129.39,4497.73,2130.55,4831.59,1750.0,4472.56,2113.14,5261.63,1331.55,4531.3,2140.47,4972.32,1800.35,5625.6,1281.0
African Beaded Ceremonial Crown,9544.34,3835.66,9782.6,3616.07,9268.15,4138.25,11363.8,2422.0,11416.35,2422.0,10639.63,2711.9,9690.22,3624.99,8592.3,4728.41,10765.86,2554.97,8565.51,4773.18,9011.65,2906.14,7409.91,4506.6,9736.66,3573.05,9650.06,3610.17,10665.06,2548.22,9361.71,3829.15,9395.11,3790.5,8754.58,4458.72,9458.35,3840.88,8997.12,4339.85,9538.45,3797.71,10899.56,2422.0,10841.19,2505.99,11488.12,2422.0,10650.62,2721.98,9047.71,4389.0,9327.22,4083.3,11153.52,2422.0,10650.2,2831.92,8399.09,4982.26
African Beaded Ceremonial Crown As Found,24815.23,7334.77,24934.96,6681.07,28324.69,5579.0,20526.29,12157.15,21970.6,10349.86,27495.08,5579.0,20385.18,11309.93,27351.8,5579.0,24532.45,6972.91,21371.02,9646.17,24774.22,6774.87,26385.82,5579.0,27658.56,5579.0,24908.7,6249.06,21859.54,9458.95,23340.11,8126.55,19888.33,10926.09,25935.8,5579.0,22586.63,7452.09,23386.27,6611.62,23182.94,6165.09,23680.34,5824.26,24510.65,5579.0,24787.23,5579.0,22493.5,5579.0,23610.72,5579.0,23875.53,5579.0,23077.38,5579.0,22041.31,6179.95,24064.75,5579.0
African Beaded Ceremonial Crown Post-War,20831.92,8688.08,19530.23,10083.42,23663.61,6195.55,19337.99,10482.65,23366.25,6151.15,20901.91,8277.08,19833.16,9654.42,19803.44,9592.18,20728.53,8695.58,21668.22,7776.38,19894.43,9686.46,19521.82,9916.86,23514.63,6020.0,22253.37,7288.47,21552.7,8412.97,22871.41,6720.86,21693.36,7807.59,18201.17,11326.19,19394.23,10106.32,22982.96,6032.47,22259.9,6752.89,23390.4,6020.0,22957.21,6020.0,17849.82,10708.64,19699.81,8726.99,18706.56,9889.85,17764.73,10847.3,22237.51,8536.8,22402.98,6199.7,18634.42,9899.21
African Beaded Ceremonial Crown c.1960,522.26,197.74,457.18,266.67,450.97,279.31,516.57,216.45,582.58,153.34,536.26,197.69,453.46,276.57,489.04,238.06,545.54,172.54,477.11,243.85,519.29,199.61,590.56,140.0,495.43,214.09,519.61,188.16,551.79,148.98,477.07,227.26,480.4,220.03,504.04,196.81,502.75,199.35,523.64,177.16,491.94,213.75,541.79,166.79,524.15,184.94,450.2,253.96,490.04,215.03,525.62,182.21,597.15,140.0,446.04,260.29,482.05,238.27,549.16,170.49
African Bronze Benin Head,34442.53,19377.47,45087.37,9674.0,34511.85,19684.61,34313.06,20061.92,38825.05,15870.54,43878.05,10825.9,41685.83,13171.83,46698.54,9674.0,40388.49,14720.12,41033.48,14249.75,44521.18,10784.99,46117.32,9674.0,46196.28,9674.0,46014.91,9674.0,37052.89,17763.9,39562.07,15318.93,41629.86,13377.74,44136.89,10918.35,38609.99,16254.92,37594.56,17279.39,42108.89,12602.89,36462.29,18188.01,42470.2,12281.69,37771.98,16882.97,37709.36,16799.91,43609.12,10758.7,42507.32,11897.4,43853.76,10614.64,37695.22,16534.87,35346.49,18946.26
African Bronze Benin Head c.1800,5359.28,2840.72,5431.58,2832.71,5337.04,2897.42,5025.92,3202.67,5355.05,2871.5,5088.12,3199.95,5133.17,3212.97,5261.58,3187.82,4697.69,3782.43,5058.19,3424.15,5248.14,3283.69,5400.17,3157.25,5171.37,3443.92,5171.87,3475.12,4952.61,3737.1,5239.18,3602.43,5059.11,3788.53,5141.91,3721.04,5351.68,3471.86,4907.87,3898.5,4940.48,3785.81,5077.04,3663.95,5524.3,3159.33,5333.25,3265.48,4872.31,3718.42,5844.49,3116.7,4905.29,3646.45,5640.69,2942.3,4982.59,3652.74,4871.06,3775.37
African Bronze Benin Head c.1940,31115.98,13854.02,32424.45,12601.14,26188.58,18844.47,26104.36,18927.17,30496.46,14473.02,28757.78,16178.83,27105.85,17960.65,32816.1,12297.45,28185.44,16902.0,28733.27,16345.36,26370.08,18864.75,30319.48,14862.36,27998.94,17048.91,28893.8,16154.11,30497.27,16588.46,27345.19,17470.09,29352.25,15379.54,28886.98,16009.58,30757.6,14283.22,27263.33,17932.08,30960.56,14271.09,29819.55,15510.19,29081.69,16175.45,32052.31,13293.44,32710.58,12640.65,31248.05,14192.27,26990.93,18582.72,28532.37,16959.14,32193.28,13364.79,30873.04,14683.04
African Bronze Benin Head c.1970,241.92,148.08,246.29,143.83,222.76,168.03,243.63,146.51,231.45,159.49,236.2,155.04,229.29,165.3,215.77,179.03,242.02,152.05,219.47,174.64,221.13,176.4,227.99,172.17,241.54,160.65,226.55,175.65,229.8,172.01,235.96,169.63,238.35,167.8,225.31,180.48,248.68,159.96,238.62,169.84,248.42,161.11,244.76,165.07,235.36,169.57,239.47,169.0,253.04,157.73,223.85,184.85,232.45,177.8,229.03,185.22,250.16,166.52,255.42,165.97
African Tribal Mask Dogon,44721.81,14068.19,38346.69,19979.28,44791.9,13615.41,42466.88,15999.65,43028.7,15077.88,40783.73,17379.54,37672.77,20847.27,44626.52,13999.18,43631.2,14481.31,41372.78,13153.0,42727.93,15632.23,37263.27,21506.45,42954.36,20612.04,41200.38,18018.47,44503.78,14833.21,44765.24,14458.45,41146.73,17685.52,37226.25,21515.63,40118.63,18044.48,44751.47,13339.79,43682.72,14684.94,39771.01,18685.56,45071.96,14145.75,39288.65,20131.63,43385.56,16662.36,41880.15,17742.43,37685.21,22376.53,44593.71,15001.02,42859.69,17480.25,40544.36,19787.88
African Tribal Mask Dogon Estate Fresh,29294.6,8585.4,23396.12,14129.5,29591.36,7889.31,28419.75,8867.37,25845.54,11429.79,25903.73,11821.19,31221.78,7154.0,27454.9,10218.41,24411.69,13006.2,31264.5,7154.0,24284.13,13276.73,24746.3,13119.12,25733.57,11938.39,29926.04,7788.4,27530.91,10420.58,23452.15,14554.24,29653.81,8292.03,24315.05,13891.33,24011.97,14146.72,24582.31,13303.01,29144.22,8744.88,28190.46,9554.47,28194.79,10051.79,27044.42,10836.23,31040.32,9780.82,29023.34,9149.39,25905.43,12358.15,23770.75,14873.79,27498.89,11024.4,26210.74,12171.23
African Tribal Mask Dogon Late Victorian Estate Fresh,7620.74,2289.26,6551.2,3355.48,7907.66,2051.0,7920.36,2051.0,6769.83,3164.15,7857.74,2057.82,6227.57,3607.57,6669.45,3199.02,6341.36,3583.5,7114.16,2755.86,7112.88,2748.06,7689.25,2219.9,7769.52,2156.15,6958.14,2967.71,7607.12,2316.53,6186.97,3858.6,7893.92,2106.95,7023.27,2949.22,6686.52,3214.08,7594.43,2435.34,7333.82,2706.43,6093.01,3856.47,7683.9,2262.27,7822.9,2156.82,6911.56,3052.07,7972.14,2051.0,7918.68,2051.0,7228.47,2698.52,7025.63,2870.37,6415.87,3526.76
African Tribal Mask Dogon c.1970,17561.36,4548.64,14936.97,7163.83,14966.37,7041.66,18381.25,3940.999999999999,15457.45,6717.66,14637.88,7563.07,18105.37,4120.14,18625.19,3940.999999999999,19141.44,3940.999999999999,18470.97,3940.999999999999,17081.49,5117.4,15544.19,6729.22,15376.17,6911.79,17603.44,4671.27,14977.46,7225.95,14272.81,7975.74,18289.71,3940.999999999999,17231.47,4925.96,14116.07,7942.45,17131.0,4914.13,16329.3,5776.99,18732.63,3940.999999999999,17723.75,4484.12,14120.46,8139.5,19035.79,3940.999999999999,14740.01,7521.72,18623.34,3940.999999999999,16613.43,5806.88,15408.4,7003.44,16597.71,5749.0
Agatha Christie Signed First Edition,34143.9,12546.1,33578.67,13020.96,35886.51,12192.46,36044.98,11026.03,33493.59,13153.97,30499.86,17092.2,31626.93,14911.79,35835.98,9892.31,30753.25,15238.68,30669.85,16749.44,31417.77,15598.54,32129.6,15903.92,32756.8,16008.28,34248.29,13508.35,31821.77,14768.63,39013.26,9072.0,32007.83,11186.74,40112.22,9072.0,39035.79,9072.0,33855.38,12932.48,37757.87,9589.69,30713.84,17611.89,30999.28,17475.16,34225.17,14943.5,33469.89,15565.95,35875.2,14607.77,35855.88,13621.18,33308.62,16236.17,34644.72,14476.78,33234.81,16177.37
Agatha Christie Signed First Edition With Provenance,46255.61,28274.39,50110.28,24438.9,56305.08,18490.78,50951.81,23085.27,53961.14,18684.95,47200.31,25936.18,44384.56,29236.92,50242.33,23801.89,47564.34,26574.85,39989.08,26617.48,48915.58,25834.19,48406.49,27326.58,49436.85,26057.75,52803.88,22395.25,50589.74,24961.27,55591.3,20289.71,45038.42,30453.66,49250.73,27412.66,48320.95,29668.43,52842.77,23758.69,47594.17,28853.33,56770.37,19346.01,49526.57,30967.86,53097.42,23011.47,45284.96,30620.86,53141.12,23516.16,45616.59,31453.65,57276.33,20408.4,56913.31,20990.17,53681.81,25556.02
Agra Palace Carpet,25951.69,16448.31,32812.23,9618.18,29923.47,12478.37,32970.98,9459.86,29075.8,13315.61,27136.03,15392.13,28965.21,13574.94,30528.93,11867.83,27312.04,15084.49,30498.43,11896.93,27574.34,14953.49,34237.68,8680.0,30831.52,11453.98,30961.76,11129.26,32406.58,9679.08,25980.88,16120.28,28153.82,13834.01,28542.89,13408.88,25944.77,16056.9,33335.19,8680.0,32680.48,9476.59,32102.34,9946.47,26127.33,16117.99,34120.97,8680.0,32091.46,10084.1,30399.56,11529.19,34019.93,8680.0,32905.87,9141.9,29244.86,12849.72,27801.36,14303.13
Agra Palace Carpet Georgian Period,22448.34,12251.66,24174.16,10172.85,21992.22,11826.6,25777.76,7932.17,29775.03,5740.0,27886.81,6244.98,25215.3,9276.76,24724.2,10816.55,31895.52,5740.0,28892.57,6301.64,24225.43,10999.76,25641.68,9090.46,25464.29,9639.18,22467.27,11933.99,27111.2,5740.0,23669.66,9132.84,29486.27,5740.0,27070.92,6226.79,25468.85,8816.61,26410.56,6982.41,30222.79,5740.0,21823.38,12327.42,28693.58,6793.98,25536.52,10121.13,26005.59,10275.01,31277.64,5740.0,25865.53,10124.37,29568.64,8244.79,24726.95,11230.45,23463.64,12618.81
Agra Palace Carpet Regency Period,3541.4,2208.6,4356.02,1368.18,3939.85,1738.55,3957.3,1708.33,4123.3,1602.89,3639.27,2054.63,3665.42,2055.22,4693.5,1134.0,3538.7,2193.24,4308.24,1312.66,4137.23,1466.08,4472.32,1223.6,4010.64,1703.84,4625.63,1134.3,3605.22,2178.72,3588.94,2139.42,4412.81,1310.94,4051.24,1679.14,3514.25,1789.84,4623.42,1134.0,3831.17,1905.19,4240.38,1452.45,4451.0,1298.44,4512.06,1267.78,3971.67,1807.63,4410.22,1387.65,4773.92,1134.0,4625.61,1141.33,3842.24,1929.44,3751.39,1968.14
Agra Palace Carpet c.1920,30909.89,6307.0,25083.76,10592.8,26218.64,9761.8,25898.27,9946.57,29679.67,6761.75,25265.01,10840.48,24028.67,13266.51,29257.34,8780.84,24770.11,13496.96,28788.87,9385.01,31714.44,6307.0,31963.78,6611.83,28729.61,9029.42,31105.82,7425.61,25404.09,13241.52,25193.09,12944.4,31168.55,7311.8,30501.46,7940.31,31079.79,8724.41,31674.38,8106.68,29958.36,9057.22,29321.03,9034.29,31851.61,6590.31,30982.57,6307.0,24077.97,12563.62,28579.19,7383.68,28670.49,7698.94,30003.97,6438.26,24667.58,11783.02,26737.11,10016.07
Alabaster Torso,64831.0,39849.0,74170.32,31213.41,65664.45,40573.59,71426.24,35886.35,75270.99,31990.84,74449.65,33526.9,66822.24,41854.44,64889.2,43248.08,74579.87,34289.1,82193.54,26270.08,73599.88,34677.19,64133.53,43741.97,78018.65,28976.74,80910.57,26733.46,75897.52,32651.39,73827.93,34716.42,77040.01,32550.67,75415.59,33380.79,66419.06,43132.21,67331.21,43052.33,83094.28,28132.46,81841.1,29763.94,81243.35,27938.39,74496.86,35134.54,66222.11,43923.15,77801.06,31836.97,83033.39,25574.5,76574.65,32022.84,73164.99,36005.63,79859.94,30907.98
Alabaster Torso c.1800,82062.72,35307.28,89738.5,27044.66,70387.07,45944.77,81871.92,33567.73,73513.24,41294.21,80634.86,35157.69,69928.37,45830.42,82852.22,33652.0,78460.06,38240.93,83966.85,32549.5,70306.22,45671.82,85894.43,29107.76,70965.46,44903.26,87423.84,34457.5,76043.67,39285.38,69451.76,46736.11,74825.01,40963.04,87265.74,28210.3,73103.01,42466.63,80126.85,34385.09,80661.09,33680.22,80054.62,34956.46,79996.65,34426.52,68697.55,45140.22,83670.46,29822.79,82485.9,31063.99,74591.02,39100.42,83084.5,30288.2,73605.08,40717.73,74461.97,39937.86
Alabaster Torso c.1800 With Provenance,69171.76,40558.24,74874.69,34853.53,70036.88,39884.22,69551.65,40754.83,70131.97,39796.4,65118.36,45117.65,71477.18,39722.76,74175.19,36561.51,80416.46,29941.82,72908.63,37908.94,74937.17,36529.58,70343.36,41914.95,69907.06,42208.47,70524.18,41743.7,79782.8,33373.87,78971.9,33934.71,68482.9,44879.87,76274.09,36771.18,75195.55,38724.05,74768.71,39363.77,77363.91,42772.02,76278.39,37348.52,83716.93,30180.95,76002.4,39077.45,66949.12,47770.57,82181.6,32995.95,68761.91,46372.02,77293.59,37876.11,78860.87,35982.25,85913.34,30622.53
Alabaster Torso c.1940 As Found,9650.53,5229.47,9192.61,5461.1,11628.58,3003.0,10920.03,3634.33,8913.73,5625.99,9272.2,4432.1,9059.13,5555.27,10533.05,4086.3,9350.15,5212.47,9611.5,4855.95,9420.4,5056.61,11747.82,3003.0,9704.28,4954.07,10417.43,4425.53,10348.11,4506.37,9199.13,5693.16,11368.38,3406.09,11396.39,3351.18,9082.18,5535.25,10627.99,3926.86,11621.31,3003.0,9377.39,4991.83,11038.61,3349.82,11551.8,3020.52,9916.86,4550.98,9284.93,5210.28,11593.26,3003.0,11364.22,3111.39,10107.64,4263.62,10464.41,3847.67
Alexandrite Pendant,71377.58,31452.42,65919.69,37796.57,71870.77,30882.66,70828.01,30656.66,64060.04,37730.75,68765.6,33338.08,65540.2,34894.54,61562.62,38179.43,73317.28,20983.5,61550.5,32024.17,81566.34,19481.0,62889.95,37295.34,74336.82,26595.94,84852.25,19481.0,75086.96,26120.84,71565.18,28861.99,68920.86,31936.08,79717.85,21158.19,71253.61,29753.79,84081.78,19481.0,80034.43,19950.78,78072.37,22923.15,62373.52,38013.74,65755.65,35105.94,82113.35,19481.0,83733.62,24047.9,62587.61,38469.26,64376.48,37335.07,81185.23,20900.03,80177.2,22098.74
